title,author,country,n_pos_sents,n_neg_sents,n_neu_sents
Good news around viruses,Dr Ross Walker,AU,2,12,7
Viranomaiset selvittivät koronaviruspotilaiden liikkeitä puhelimen sijaintihistorian avulla,Tim Isokivi,FI,1,1,1
"Learning law in Geneva, the global heart of multilateral diplomacy",Thomas Fearon,AU,6,23,4
Emergency supplies get delivery priority,,CN,1,5,3
Lockheed Martin drops out of Singapore Airshow over coronavirus concerns | News | WKZO,Midwest Communications Inc.,US,0,3,1
,Passive Dream,US,0,0,1
Netflix says it's only obeyed nine government takedown requests | Engadget,yahoo,US,0,0,1
"Singapore raises virus alert to SARS level, sparking panic buying",,US,1,12,4
Coronavirus: China cases to ‘double every six days’,couriermail.com.au,AU,7,33,15
DORSCON Orange effect: supermarket shelves cleared out of food and other essentials,Hana O,US,3,9,4
"Delhi: After killing woman sub-inspector, batchmate commits suicide in Sonipat | Cities News,The Indian Express",indianexpress.com,IN,19,16,17
American evacuated from Wuhan documents journey home,nbcnews.com,US,2,1,2
Coronavirus live updates: US citizen dies in Wuhan the epicenter of the outbreak,,US,0,0,3
Thousands of workers left jobless after the suspension of crab exports to China,eleven,MM,5,8,4
"On Cruise Ship Quarantined In Japan, Any New Cases To Reset The Isolation Clock",Bill Chappell,US,7,15,8
Coronavirus puts Shanghai into a coma,,MY,2,19,4
'We're definitely not prepared': Africa braces for new virus,wboc.com,US,18,34,13
Coronavirus: Dozens of cases found onboard cruise ship | Japan News,aljazeera.com,US,1,1,1
From today downwards I'm going to ...,,US,0,0,1
American man with coronavirus dies at hospital near center of epidemic in China,,US,2,6,5
When Even a Rich City Is Starved of Funds,Bloomberg News,CA,12,26,14
Your Evening Briefing,Bloomberg News,CA,6,12,15
Three reported to be awaiting coronavirus test results in Limerick Hospital,Syndicated Content,US,0,10,1
More Coronavirus Cases Erupt in Southeast Asia,BenarNews staff,US,4,40,13
China rout Thailand in Olympic qualifier,AAP Newswire (aap@cognitives.io),AU,3,11,4
Coronavirus test kits arrive in T&T,Hernan Porras Molina,VE,4,20,10
China coronavirus outbreak: All the latest updates | China News National News – National News,,US,8,35,15
,Laughman,US,0,1,2
Family or job? Tough decisions for Hong Kong border commuters,AFP,US,6,12,12
Australia's Wuhan coronavirus evacuees notified of new Qantas departure time subject to Chinese Government approval - 08-Feb-2020 - NZ International news,,NZ,1,14,6
,novictim,US,4,6,1
Coronavirus- Uniqlo shuts around half of its China stores - EdgeProp.my,,US,1,3,3
Coronavirus: Harvey Norman Albury franchisee slammed for sign,Jack Gramenz,AU,3,9,5
NVIDIA : Update on MWC Barcelona | MarketScreener,MarketScreener,FR,4,2,0
Li Wenliang: Coronavirus death of Wuhan doctor sparks anger,General Editor,GB,2,10,5
New Report on 138 Coronavirus Cases Reveals Disturbing Details - PANDEMIC Live News,,US,0,8,4
MoHAP Announces Two New Cases Of Coronavirus,,US,1,2,2
Before Nigerians Are Infected With Coronavirus Disease -By Arowona Abdulazeez,Opinion Nigeria Staff,US,4,19,9
"Tips to tackle back and neck pain during breastfeeding | Parenting News,The Indian Express",indianexpress.com,IN,7,10,15
WHO warns against hoarding of masks,Reuters,AU,1,10,1
"After White House Meeting, Oil Execs Put in Caracas Prison",Newser — Newser Editors,US,1,6,3
"Copenhagen Airport partially cordoned off, after Chinese woman fell ill - [En.protothema.gr]",,GR,1,2,0
Beijing Braces For Coronavirus Cases As Lunar Holiday Ends,,US,9,26,15
"LG G9 ThinQ Release Date, Price & Spec Rumours",Marie Black,GB,2,19,7
Lanka Coronavirus brought under control – LankaPuvath,Chanaka Inoj,LK,4,8,1
"Coronavirus Send Political, Economic Shockwaves Beyond China",Agency Report,NG,1,6,2
"Coronavirus poses threat to smartphone industry: Qualcomm, IT News, ET CIO",,IN,0,9,5
Residents support community lockdown in coronavirus fight,,CN,4,10,5
Japan finds 41 more cases on ship as novel coronavirus alarm doctor dies,gglibby,PH,8,20,12
Chinese economy shows strong resilience despite PMI drop: experts,,CN,1,5,4
Coronavirus guidance for health professionals,Jess Lilley,US,0,2,1
S&P/TSX composite dips in late morning along with U.S. markets despite job gains,The Canadian Press,CA,2,1,6
US employers add a strong 225K jobs; unemployment up to 3.6%,stamfordadvocate.com,US,16,18,19
Prague To Rename Square By Russian Embassy After Nemtsov,rferl.org,US,3,4,5
How Coronavirus Is Impacting Life In Hong Kong,WBUR & NPR,US,0,2,3
"New Mexico Decedent Image Database, Texarkana Phantom Killer, Google Pigweed, More: Friday Afternoon ResearchBuzz, February 7, 2020",ResearchBuzz,ME,6,13,10
"1.39 lakh passengers screened for possible exposure to coronavirus, no new case detected: Health Min - Deccan Herald | DailyHunt",Deccan Herald,IN,7,17,6
Flights delayed for Chinese stranded in Bali over virus fears,,SG,3,13,1
Business Meeting at Luxury Singapore Hotel Becomes Latest Coronavirus Focus,Niharika Mandhana,US,3,1,3
Pangolin identified as potential link for novel coronavirus spread,kadraneda,PH,0,10,3
Asian stock markets retreat after surge on China tariff cut,"JOE McDONALD, AP Business Writer",US,6,10,22
"Chinese Doctor, Among First To Warn About Coronavirus Outbreak, Dies",,US,4,8,5
Virus impact: Panic-buying of essentials in Hong Kong,greenwichtime.com,US,1,15,1
"(Video) Asian Woman Wearing Face Mask Attacked in Possible Coronavirus Hate Crime - Chinatown, New York - 05 February 2020",Hylda Fenton,US,0,0,1
EM stocks hit over 1-week high on China's tariff cut for U.S. imports,Shreyashi Sanyal,AE,4,7,4
"BREAKING NEWS: Confirmed coronavirus cases top 30,000 in China",,US,0,1,2
Seoul broadens monitoring scope to 28 countries,Shim Hyun-tai,KR,2,5,5
"China probes virus alarm doctor death, cruise ships shunned",Canadian Press,US,5,34,4
"Coronavirus: 41 new cases confirmed on Diamond Princess cruise ship, bringing total to 61",Agence France-Presse,HK,0,21,5
Love in the time of nCoV: Pinoys asked to forego ‘village’ sendoffs at airports,Recto Mercene,PH,3,4,1
Jaguar Land Rover to cut output at two UK factories | News | WKZO,Midwest Communications Inc.,US,0,6,1
,victorschool1,US,0,0,1
UK expands coronavirus warning list to include more countries as unwell travellers told to 'self-isolate',newsdesk@men-news.co.uk (Jessica Sansome),GB,1,13,5
Rally in stocks runs out of steam as coronavirus toll climbs | News | WIN 98.5,Midwest Communications Inc.,US,8,13,11
Five more Canadians test positive for the new coronavirus aboard cruise ship,Canadian Press,US,11,6,5
China Begins Testing an Antiviral Drug in Coronavirus Patients,,US,0,0,1
Gates Foundation donates USD 100mn to fight coronavirus,,US,1,6,6
Universities bracing for virus revenue hit,AAP Newswire (aap@cognitives.io),AU,0,9,2
Macau civil servants ordered to stay home another week,,MO,5,5,4
"China virus toll rises to 722, with first foreign victim",,US,2,23,4
,86x675f422211,US,1,0,2
"With more than 800 dead, the Wuhan coronavirus has killed more people than the SARS outbreak",,GB,6,16,7
Reuters Entertainment News Summary,Reuters,US,3,12,7
Spain confirms its second coronavirus case - Spanish authorities,Reuters,US,1,2,1
"Doctor who exposed Sars cover-up under house arrest in China, family confirms",,GB,1,2,0
"Spain, UK see new virus cases; French focus on ski resort",,US,7,16,3
European Fiat Plant at Risk From Coronavirus Shutting Suppliers - BNN Bloomberg,Gabrielle Coppola,CA,1,6,1
Soybeans nudge higher after China makes small tariff cut,Bloomberg News,US,4,4,7
Coronavirus: Flight carrying Britons evacuated from Wuhan lands in UK | UK News | Sky News,,GB,6,33,9
Coronavirus: Last rescue flight from Wuhan lands in UK,Zainab Said,NG,0,5,3
"Tesla, Inc. (NASDAQ:TSLA) stock tumbles after reaching historic highs",HEFFX Australia,US,11,13,16
"January 30, 2020: Senator Cotton Urges China Travel Ban in Wake of Coronavirus",PERMANENT BAN,US,0,0,2
Mask production company in Shenyang works overtime to ensure adequate N95 mask supply at frontline - Xinhua | English.news.cn,,CN,0,1,2
Critics Say China Has Suppressed And Censored Information In Coronavirus Outbreak,,US,20,39,19
Violence breaks out in China by man told to wear a mask,,US,0,0,1
"As top exhibitors pull out of MWC, organizers implement stringent safeguards",HEDGE,US,2,7,2
In photos: The 2020 Australian Open,money.cnn.com,US,15,21,20
Student tests negative for coronavirus at Cornell University | RochesterFirst,,US,2,5,5
Is The 2019-nCoV Bioweapon The Black Swan Event To Destroy Globalism?,Greg Reese,US,11,2,6
Coronavirus hate attack: Woman in face mask allegedly assaulted by man who calls her 'diseased' – NBC News | The latest today,,JP,0,1,0
Virus takes shine off Asia badminton meet,K.M. Boopathy,MY,3,7,7
China gears up response to coronavirus as cases surge,admin,AF,3,8,6
Protein structure and sequence re-analysis of 2019-nCoV genome does not indicate snakes as its intermediate host or the unique similarity between its spike protein insertions and HIV-1,"Zhang, C., Zheng, W., Huang, X., Bell, E. W., Zhou, X., Zhang, Y.",US,3,2,2
Panic buying hits Singapore after coronavirus alert raised,CTV News (ctv@24news.ca),CA,5,12,6
Jalan Alor Chap Goh Mei Festival Cancelled Due To Coronavirus Fears Says Organiser,,US,0,2,3
"New virus has infected more than 37,500 people globally",News Staff,US,6,13,23
"Coronavirus: 9,452 people under surveillance; no new case reported",Agency News,US,2,6,1
Bats Carry Many Viruses. So Why Don't They Get Sick?,Pien Huang,US,10,20,21
‘Birds of Prey’ flies low on Oscars weekend with tepid debut,News Staff,CA,14,7,26
9 Of Hong Kong Family Infected With Coronavirus After Sharing Meal,,US,3,6,1
"Coronavirus is airborne, Chinese official confirms",James Law,AU,3,10,1
The Latest: WHO to send mission to virus-hit China,Associated Press,US,7,23,9
Pompeo Warns That China Out to Exploit U.S. Vulnerabilities,Bloomberg,US,1,10,7
Coronavirus: Hong Kong's ethnic minority leaders slam government over handling of outbreak,,US,5,18,3
Virus exposes the limits of WHO’s health diplomacy with China,,TW,1,13,1
Men's volleyball: UC Irvine vs. Hawaii,"Andrew Lee / Special to the Star-Advertiser | February 8, 2020 SHARE",US,0,1,1
Coronavirus death toll passes SARS,,IN,1,6,5
Bats Carry Many Viruses. So Why Don't They Get Sick?,Pien Huang,US,10,20,21
Anger grows in China as deadly coronavirus cases increase,,GB,5,22,12
Nine members of Hong Kong family get virus after 'hotpot': Officials - CNA,,US,0,3,1
China's Coronavirus Death Toll Surpasses SARS Pandemic,Bobby Allyn,US,4,23,15
"(4th LD) S. Korea reports 1 more coronavirus case, total at 25",,IE,5,18,9
"Mail, packages from China won’t spread coronavirus | Georgia Health News",,US,1,2,4
,Demorrhoids,PH,2,1,0
Census and Statistics Department appeals to respondents again to complete statistical surveys through online and telephone means,,HK,0,2,2
Coronavirus turns busy Chinese cities into ghost towns,Reuters,US,9,13,2
"‘It’s not fair, it’s not productive’: the billionaire investor urging capitalism to reform",admin,IE,14,37,22
IDF holding joint drills with soldiers from country hit by coronavirus,ANNA AHRONHEIM,US,3,11,4
Fortunate we have a balanced budget: Tehan,Colin Brinsden,AU,3,13,2
印度规定近期去过中国的外国人禁止入境,,CN,2,3,6
Corona Virus- No need to Panic in Andaman Islands,sanjib,PA,5,16,12
Clean and sanitize your phone screen to prevent Coronavirus,,US,0,2,0
China’s would-be tourists stay put along with their dollars,RepNews,NL,9,36,15
China women's basketball team secure Tokyo Olympic slot | News | WTAQ,Midwest Communications Inc.,US,3,7,5
BREAKING NEWS: ANOTHER PERSON TESTS POSITIVE FOR CORONAVIRUS IN THE UK,euroweeklynews.com,US,0,1,1
From Wuhan tourists to Singaporean cabby: A detailed look at the 40 coronavirus patients in Singapore so far,localnewsingapore@gmail.com,US,5,4,1
"Coronavirus: 3,600 passengers and crew members on World Dream cruise stranded in Hong Kong can finally leave ship after quarantine ends",,US,0,21,1
,v4.skunk,US,1,2,1
020920 SUNDAYS WITH GEORGE GRANT,George Grant,US,1,1,0
14-day isolation required for Hubei travelers,szdaily.com,CN,0,7,10
Small Gains Still Enough for New Highs,Tradechat,,13,23,12
"2020 iPhone Alert As ‘All-New’ Apple iPhone Price, Release Revealed",Gordon Kelly,US,6,7,6
Unusual Stock Market Behavior,,US,5,8,3
Scientists from Noblis and Defense Biological Product Assurance Office (DBPAO) Identify Unique Genetic Sequences of the International Wuhan Coronavirus,,US,4,10,8
"SandP 500, Nasdaq edge up to record highs",,IN,0,4,2
"Moderna, raising cash, quickly advances coronavirus candidate",Ned Pagliarulo,US,6,13,9
"Q&A: Kirt Walker, Nationwide",Dave Kurns,US,20,30,25
"Ethiopian Airlines Opts for Screening, Rather than Travel Restrictions",ADC Editor,US,4,1,4
The end of a trend? World feed output stops growing,,CN,12,28,34
Fed's Bullard: Coronavirus New Risk to Outlook,Jean Yung,US,1,9,1
PM-designate Orban : No coronavirus cases reported in Romania so far,NINE O'CLOCK,RO,1,5,1
Coronavirus to cut China LNG demand by 2.9 million tonnes in 2020: ICIS,,US,5,6,11
African Leaders Commend China’s Efforts in Handling Epidemic,MT,US,6,5,4
Caribbean Princess turned away from port after norovirus outbreak,James Chapple,US,2,9,1
New name for disease caused by virus outbreak: COVID-19,wfmj.com,US,5,7,4
AeroGrow Reports 3rd Quarter Results Other OTC:AERO,"AeroGrow International, Inc.",US,6,23,19
3 linked to evacuated housing block test positive as Hong Kong coronavirus total jumps to 49 Hong Kong,Coconuts Hong Kong,,1,14,2
KDB Issues Bonds Worth US$1.5 Bil.,Yoon Young-sil,KR,0,2,5
"New coronavirus found in Japan evacuees who initially tested negative, East Asia",straitstimes.com,SG,1,12,2
"China’s new virus cases fall again, deaths now exceed 1,100",Canadian Press,US,2,9,3
,anonymous,US,1,0,0
Kiwi family feels 'abandoned' in Wuhan amid coronavirus outbreak,Emma Cropper,NZ,3,6,7
AI assisted medical image diagnosis system developed for NCP - Xinhua | English.news.cn,,CN,0,5,2
,Thomas Lemon,SG,1,0,0
Iron Ore’s Brazilian Rain Dance Looks Premature,Clara Ferreira Marques,US,6,16,18
Statement on Coronavirus,Josh Tierney,US,4,10,5
"China’s Central Bank Gives Wide Support over Coronavirus, Western Interest Rates, and OBOR",,US,5,5,12
The national curriculum barely mentions the climate crisis. Children deserve better | Fiona Harvey,,FR,5,9,6
IQVIA Reports Fourth-Quarter and Full-Year 2019 Results Issues First-Quarter and Full-Year 2020 Guidance,Business Wire,US,15,32,17
"Stocks surge to record highs on hopes virus is peaking, gold ebbs",www.4-traders.com,FR,10,12,12
Mineral Resources holds guidance amidst looming coronavirus impacts,mediabest,EU,3,8,3
Two University of Delaware Students Being Screened For Coronavirus,Staff Writer,US,3,6,4
Irish Firm Develops Rapid Test For Covid-19.,Ciara Plunkett,IE,1,3,1
Deutsche Telekom and Nokia join exodus from Mobile World Congress | News | WTVB,Midwest Communications Inc.,US,1,6,2
China Focus: Japanese firms in China resume operations with detailed anti-virus measures - Xinhua | English.news.cn,,CN,9,26,7
Gaming sector boom spreads like wildfire,,CN,7,18,9
Diamond Princess: How a dream voyage turned into a coronavirus nightmare,Dave Monk,GB,14,26,16
"Japan cruise ship coronavirus cases climb to 175, including quarantine officer | News | WKZO",Midwest Communications Inc.,US,4,21,2
"Coronavirus incubation period could be 24 days, say researchers",ndivya,US,7,5,7
"Stocks - S&P, Nasdaq Notch Another Record Close Despite Late Stumble in Tech",Investing.com,US,4,8,10
Mahindra Draws Up $423 Million Turnaround Plan For Korean Unit Ssangyong,,IN,0,10,6
Players suffered frostbite in dreadful conditions as Scots took a pounding - The Scotsman,Geoff Berkeley,GB,1,18,3
Why we should forgive our parents and be kind to our kids – Cameron Wyllie - The Scotsman,Cameron Wyllie,GB,3,25,4
